,Unnamed: 0,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
113178,122614,House,7500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,4.8
113179,122615,House,11000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,8.0
113180,122616,House,7500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,3.0
113181,122617,House,6500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,2.5
113182,122618,House,4000000,Dhoke Gangal,Rawalpindi,Punjab,33.499095000000004,72.980756,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,1.5
113183,122619,House,19000000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,11.0
113184,122620,House,1800000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,0.8
113185,122621,House,48000000,Kurri Road,Rawalpindi,Punjab,33.635881398191,73.090796470642,0,For Sale,0,2019-07-02,Shaheen Real Estate & Builders,Ajmel Aziz,12.0
113186,122622,House,15000000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,5,For Sale,4,2019-07-03,Self,Self,7.0
113187,122623,Flat,6200000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,2,For Sale,2,2019-07-02,Mian Estate & Builders,Mian Estate  Builders,4.2
113188,122624,House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,2019-07-03,Eiffel Estate,Umar Jamil,8.0
